frame_index,timestamp_ms,person_id,tool,schema,nose_x,nose_y,nose_confidence,left_eye_x,left_eye_y,left_eye_confidence,right_eye_x,right_eye_y,right_eye_confidence,left_ear_x,left_ear_y,left_ear_confidence,right_ear_x,right_ear_y,right_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0.0,0,detectron2,coco17,312.83563232421875,315.2115478515625,0.6805447340011597,330.7453918457031,267.2181701660156,0.9061433672904968,265.5026550292969,264.01861572265625,1.0355510711669922,356.9704284667969,269.7778015136719,0.20595936477184296,193.22393798828125,271.0576171875,0.17702186107635498,331.3850402832031,424.6363830566406,0.17297324538230896,,,0.04928279668092728,,,0.034388571977615356,104.95437622070312,502.0656433105469,0.11245332658290863,,,0.05795177072286606,,,0.07634110748767853,,,0.020321665331721306,,,0.025169648230075836,,,0.09327216446399689,,,0.06838607043027878,,,0.07192006707191467,,,0.026325969025492668
